station,valid,date,precip_in,cloud_base_ft,beam_ft,best_radar,cat,temp_f_sfc,dwpf_sfc,vsby,temp_at_beam_c,temp_at_base_c,freezing_ft,pw_mm,lapse_3k,cloud_phase,beam_vs_freeze
THV,2026-01-17 14:02,2026-01-17,0.01,600.0,5874,KLWX,beam_in_cloud,30.0,28.0,1.0,-3.49,1.65,1169,13.0,3.5,mixed,above_freeze
THV,2026-01-17 14:08,2026-01-17,0.01,600.0,5874,KLWX,beam_in_cloud,30.0,28.0,2.0,-3.49,1.65,1169,13.0,3.5,mixed,above_freeze
THV,2026-01-17 14:20,2026-01-17,0.01,1600.0,5874,KLWX,beam_in_cloud,30.0,28.0,1.75,-3.49,-0.18,1169,13.0,3.5,mixed,above_freeze
THV,2026-01-17 14:25,2026-01-17,0.01,1500.0,5874,KLWX,beam_in_cloud,30.0,28.0,2.5,-3.49,-0.12,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 14:35,2026-01-17,0.05,1500.0,9420,KDIX,beam_in_cloud,30.0,29.0,0.75,-6.69,-0.12,1169,13.0,3.5,mixed,above_freeze
THV,2026-01-17 14:37,2026-01-17,0.01,1000.0,5874,KLWX,beam_in_cloud,30.0,28.0,4.0,-3.49,0.49,1169,13.0,3.5,mixed,above_freeze
THV,2026-01-17 14:53,2026-01-17,0.01,1200.0,5874,KLWX,beam_in_cloud,30.0,28.0,6.0,-3.49,-0.01,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 14:53,2026-01-17,0.06,1600.0,9420,KDIX,beam_in_cloud,30.0,29.0,0.75,-6.69,-0.18,1169,13.0,3.5,mixed,above_freeze
MUI,2026-01-17 14:55,2026-01-17,0.02,1100.0,9189,KCCX,beam_in_cloud,29.7,29.0,7.0,-6.47,0.2,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 15:19,2026-01-17,0.02,500.0,9420,KDIX,beam_in_cloud,30.0,29.0,0.75,-6.69,1.93,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 15:53,2026-01-17,0.05,700.0,9420,KDIX,beam_in_cloud,30.0,29.0,0.5,-6.69,1.36,1169,13.0,3.5,mixed,above_freeze
MUI,2026-01-17 15:55,2026-01-17,0.02,700.0,9189,KCCX,beam_in_cloud,30.0,29.3,10.0,-6.47,1.36,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 16:18,2026-01-17,0.01,1100.0,9420,KDIX,beam_in_cloud,30.0,30.0,1.25,-6.69,0.2,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 16:24,2026-01-17,0.01,1900.0,9420,KDIX,beam_in_cloud,30.0,30.0,2.0,-6.69,-0.15,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 16:35,2026-01-17,0.01,1900.0,9420,KDIX,beam_in_cloud,30.0,29.0,4.0,-6.69,-0.15,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 16:39,2026-01-17,0.01,900.0,7642,KDIX,beam_in_cloud,31.0,29.0,0.5,-5.71,0.78,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 16:44,2026-01-17,0.01,900.0,7642,KDIX,beam_in_cloud,31.0,29.0,0.75,-5.71,0.78,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 16:48,2026-01-17,0.01,1200.0,7642,KDIX,beam_in_cloud,30.2,28.4,1.0,-5.71,-0.01,1169,13.0,3.5,mixed,above_freeze
LNS,2026-01-17 16:53,2026-01-17,0.01,1900.0,9420,KDIX,beam_in_cloud,31.0,30.0,5.0,-6.69,-0.15,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 16:54,2026-01-17,0.01,1400.0,7642,KDIX,beam_in_cloud,32.0,29.0,0.75,-5.71,-0.08,1169,13.0,3.5,mixed,above_freeze
MUI,2026-01-17 16:55,2026-01-17,0.01,600.0,9189,KCCX,beam_in_cloud,30.7,30.0,7.0,-6.47,1.65,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 17:18,2026-01-17,0.01,1400.0,7642,KDIX,beam_in_cloud,32.0,29.0,1.5,-5.71,-0.08,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 17:32,2026-01-17,0.01,1600.0,7642,KDIX,beam_in_cloud,32.0,29.0,2.0,-5.71,-0.18,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 17:43,2026-01-17,0.02,1600.0,7642,KDIX,beam_in_cloud,32.0,29.0,4.0,-5.71,-0.18,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 17:54,2026-01-17,0.02,1600.0,7642,KDIX,beam_in_cloud,32.0,29.0,4.0,-5.71,-0.18,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 18:09,2026-01-17,0.01,1400.0,7642,KDIX,beam_in_cloud,32.0,29.0,4.0,-5.71,-0.08,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 18:16,2026-01-17,0.02,1600.0,7642,KDIX,beam_in_cloud,33.0,29.0,4.0,-5.71,-0.18,1169,13.0,3.5,mixed,above_freeze
RDG,2026-01-17 18:54,2026-01-17,0.02,1300.0,7642,KDIX,beam_in_cloud,34.0,29.0,6.0,-5.71,-0.04,1169,13.0,3.5,mixed,above_freeze
MDT,2026-01-18 07:11,2026-01-18,0.01,2900.0,8493,KLWX,beam_in_cloud,30.0,28.0,3.0,-9.87,-2.23,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 07:15,2026-01-18,0.01,1600.0,6608,KCCX,beam_in_cloud,30.0,28.0,1.0,-7.49,-0.72,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 07:23,2026-01-18,0.02,,6608,KCCX,no_ceiling,30.0,29.0,1.0,-7.49,,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 07:23,2026-01-18,0.01,2900.0,8413,KLWX,beam_in_cloud,30.0,28.0,2.5,-9.77,-2.23,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 07:31,2026-01-18,0.01,2900.0,8493,KLWX,beam_in_cloud,30.0,28.0,3.0,-9.87,-2.23,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 07:45,2026-01-18,0.02,2800.0,8493,KLWX,beam_in_cloud,30.0,28.0,1.75,-9.87,-2.07,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 07:49,2026-01-18,0.02,2300.0,8413,KLWX,beam_in_cloud,30.0,28.0,1.25,-9.77,-1.24,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 07:53,2026-01-18,0.03,,6608,KCCX,no_ceiling,30.0,29.0,1.0,-7.49,,931,14.7,4.2,mixed,above_freeze
MUI,2026-01-18 07:55,2026-01-18,0.01,2200.0,9189,KCCX,beam_in_cloud,28.0,27.0,1.38,-11.05,-1.09,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 07:56,2026-01-18,0.03,1400.0,8413,KLWX,beam_in_cloud,30.0,28.0,1.0,-9.77,-0.56,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 07:56,2026-01-18,0.02,2100.0,8493,KLWX,beam_in_cloud,30.0,28.0,1.0,-9.87,-1.03,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 08:05,2026-01-18,0.01,1500.0,6608,KCCX,beam_in_cloud,30.0,29.0,1.0,-7.49,-0.64,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 08:06,2026-01-18,0.01,1400.0,8413,KLWX,beam_in_cloud,30.0,28.0,1.0,-9.77,-0.56,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 08:15,2026-01-18,0.02,1400.0,6608,KCCX,beam_in_cloud,30.0,29.0,0.75,-7.49,-0.56,931,14.7,4.2,mixed,above_freeze
ZER,2026-01-18 08:35,2026-01-18,0.01,600.0,8582,KCCX,beam_in_cloud,30.2,30.2,1.0,-10.01,0.43,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 08:35,2026-01-18,0.02,,5431,KDIX,no_ceiling,30.7,30.7,1.5,-5.91,,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 08:48,2026-01-18,0.03,1200.0,8493,KLWX,beam_in_cloud,30.0,29.0,1.25,-9.87,-0.34,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 08:50,2026-01-18,0.04,700.0,8413,KLWX,beam_in_cloud,30.2,28.4,0.75,-9.77,0.29,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 08:53,2026-01-18,0.05,,6608,KCCX,no_ceiling,31.0,30.0,0.75,-7.49,,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 08:55,2026-01-18,0.01,1000.0,7429,KBGM,beam_in_cloud,32.0,28.4,1.0,-8.56,-0.09,931,14.7,4.2,mixed,above_freeze
ZER,2026-01-18 08:55,2026-01-18,0.02,400.0,8582,KCCX,beam_in_cloud,30.2,30.2,1.0,-10.01,0.69,931,14.7,4.2,mixed,above_freeze
MUI,2026-01-18 08:55,2026-01-18,0.03,400.0,9189,KCCX,beam_in_cloud,29.0,28.4,1.12,-11.05,0.69,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 08:56,2026-01-18,0.05,600.0,8413,KLWX,beam_in_cloud,30.0,29.0,0.75,-9.77,0.43,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 08:56,2026-01-18,0.04,1600.0,8493,KLWX,beam_in_cloud,30.0,29.0,1.25,-9.87,-0.72,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 09:15,2026-01-18,0.01,800.0,7429,KBGM,beam_in_cloud,32.0,30.2,1.0,-8.56,0.17,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 09:15,2026-01-18,0.01,,5431,KDIX,no_ceiling,30.6,30.6,1.5,-5.91,,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 09:26,2026-01-18,0.03,,6608,KCCX,no_ceiling,31.0,30.0,1.0,-7.49,,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 09:27,2026-01-18,0.01,800.0,8493,KLWX,beam_in_cloud,30.0,30.0,0.75,-9.87,0.17,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 09:35,2026-01-18,0.03,600.0,7429,KBGM,beam_in_cloud,32.0,28.4,1.0,-8.56,0.43,931,14.7,4.2,mixed,above_freeze
ZER,2026-01-18 09:35,2026-01-18,0.01,200.0,8582,KCCX,beam_in_cloud,30.2,30.2,0.5,-10.01,0.95,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 09:35,2026-01-18,0.03,,5431,KDIX,no_ceiling,30.7,30.7,1.75,-5.91,,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 09:43,2026-01-18,0.01,2800.0,9420,KDIX,beam_in_cloud,29.0,28.0,1.25,-11.2,-2.07,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 09:45,2026-01-18,0.04,,6608,KCCX,no_ceiling,30.0,30.0,1.0,-7.49,,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 09:50,2026-01-18,0.01,1800.0,5874,KLWX,beam_in_cloud,30.2,28.4,1.25,-6.54,-0.86,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 09:53,2026-01-18,0.04,,6608,KCCX,no_ceiling,31.0,30.0,1.0,-7.49,,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 09:53,2026-01-18,0.01,1800.0,5874,KLWX,beam_in_cloud,30.0,29.0,1.25,-6.54,-0.86,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 09:53,2026-01-18,0.01,1600.0,9420,KDIX,beam_in_cloud,29.0,28.0,1.0,-11.2,-0.72,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 09:55,2026-01-18,0.04,,7429,KBGM,no_ceiling,30.2,28.4,1.0,-8.56,,931,14.7,4.2,mixed,above_freeze
ZER,2026-01-18 09:55,2026-01-18,0.02,200.0,8582,KCCX,beam_in_cloud,28.4,28.4,0.5,-10.01,0.95,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 09:56,2026-01-18,0.06,500.0,8413,KLWX,beam_in_cloud,30.0,29.0,0.75,-9.77,0.56,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 09:56,2026-01-18,0.04,400.0,8493,KLWX,beam_in_cloud,30.0,30.0,0.5,-9.87,0.69,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 10:05,2026-01-18,0.01,1600.0,9420,KDIX,beam_in_cloud,29.0,29.0,0.75,-11.2,-0.72,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 10:09,2026-01-18,0.01,,8493,KLWX,no_ceiling,30.0,30.0,0.75,-9.87,,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 10:15,2026-01-18,0.02,1100.0,9420,KDIX,beam_in_cloud,29.0,29.0,0.75,-11.2,-0.22,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 10:15,2026-01-18,0.02,,5431,KDIX,no_ceiling,30.4,30.4,2.0,-5.91,,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 10:16,2026-01-18,0.01,1200.0,8413,KLWX,beam_in_cloud,30.0,29.0,0.75,-9.77,-0.34,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 10:18,2026-01-18,0.01,600.0,5874,KLWX,beam_in_cloud,30.0,29.0,1.5,-6.54,0.43,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 10:19,2026-01-18,0.02,1200.0,8493,KLWX,beam_in_cloud,30.0,30.0,0.75,-9.87,-0.34,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 10:22,2026-01-18,0.01,,8413,KLWX,no_ceiling,30.0,29.0,1.0,-9.77,,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 10:26,2026-01-18,0.03,800.0,9420,KDIX,beam_in_cloud,29.0,29.0,0.5,-11.2,0.17,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 10:29,2026-01-18,0.02,1400.0,8493,KLWX,beam_in_cloud,30.0,30.0,1.0,-9.87,-0.56,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 10:35,2026-01-18,0.01,,7429,KBGM,no_ceiling,30.2,28.4,1.5,-8.56,,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 10:35,2026-01-18,0.05,,5431,KDIX,no_ceiling,30.4,30.4,2.0,-5.91,,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 10:36,2026-01-18,0.04,1000.0,9420,KDIX,beam_in_cloud,29.0,29.0,0.5,-11.2,-0.09,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 10:37,2026-01-18,0.02,3400.0,8493,KLWX,beam_in_cloud,30.0,30.0,1.25,-9.87,-3.03,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 10:39,2026-01-18,0.01,,8413,KLWX,no_ceiling,30.0,29.0,1.5,-9.77,,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 10:43,2026-01-18,0.01,600.0,5874,KLWX,beam_in_cloud,31.0,29.0,2.0,-6.54,0.43,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 10:53,2026-01-18,0.01,1000.0,6608,KCCX,beam_in_cloud,31.0,30.0,1.5,-7.49,-0.09,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 10:53,2026-01-18,0.01,400.0,5874,KLWX,beam_in_cloud,30.0,29.0,1.5,-6.54,0.69,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 10:53,2026-01-18,0.06,,9420,KDIX,no_ceiling,30.0,29.0,0.75,-11.2,,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 10:55,2026-01-18,0.01,,7429,KBGM,no_ceiling,30.2,28.4,1.5,-8.56,,931,14.7,4.2,mixed,above_freeze
MUI,2026-01-18 10:55,2026-01-18,0.02,,9189,KCCX,no_ceiling,30.0,29.0,2.5,-11.05,,931,14.7,4.2,mixed,above_freeze
CXY,2026-01-18 10:56,2026-01-18,0.01,3800.0,8413,KLWX,beam_in_cloud,30.0,29.0,1.5,-9.77,-3.68,931,14.7,4.2,mixed,above_freeze
MDT,2026-01-18 10:56,2026-01-18,0.03,3500.0,8493,KLWX,beam_in_cloud,30.0,29.0,1.75,-9.87,-3.19,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 11:15,2026-01-18,0.01,,5431,KDIX,no_ceiling,30.0,30.0,2.0,-5.91,,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 11:18,2026-01-18,0.01,1700.0,6608,KCCX,beam_in_cloud,30.0,30.0,1.25,-7.49,-0.8,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 11:34,2026-01-18,0.01,2900.0,6608,KCCX,beam_in_cloud,30.0,30.0,3.0,-7.49,-2.23,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 11:34,2026-01-18,0.01,2600.0,5874,KLWX,beam_in_cloud,30.0,29.0,1.5,-6.54,-1.74,931,14.7,4.2,mixed,above_freeze
HZL,2026-01-18 11:35,2026-01-18,0.01,1300.0,7429,KBGM,beam_in_cloud,30.2,28.4,1.75,-8.56,-0.47,931,14.7,4.2,mixed,above_freeze
N79,2026-01-18 11:35,2026-01-18,0.02,,5431,KDIX,no_ceiling,30.0,30.0,2.0,-5.91,,931,14.7,4.2,mixed,above_freeze
LNS,2026-01-18 11:37,2026-01-18,0.05,,9420,KDIX,no_ceiling,30.0,30.0,0.5,-11.2,,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 11:41,2026-01-18,0.01,3900.0,6608,KCCX,beam_in_cloud,30.0,29.0,5.0,-7.49,-3.85,931,14.7,4.2,mixed,above_freeze
SEG,2026-01-18 11:53,2026-01-18,0.01,4600.0,6608,KCCX,beam_in_cloud,30.0,29.0,4.0,-7.49,-4.83,931,14.7,4.2,mixed,above_freeze
THV,2026-01-18 11:53,2026-01-18,0.01,2900.0,5874,KLWX,beam_in_cloud,30.0,29.0,1.25,-6.54,-2.23,931,14.7,4.2,mixed,above_freeze
